ID,Text,Priority,OwnerDoc,API,Data,Security,Test,Roadmap,Status
BE-NF-004,Il frontend deve rimanere disaccoppiato tramite contratti e adapter.,Must,02_Architecture/08_Backend_Service_Design.md,API contracts,schemas,contract tests,TEST-BE-NF-004,E-0002,Specified
BE-NF-005,Il Compute Worker deve usare un modello pull autenticato e non essere requisito di uptime del sito.,Must F2,02_Architecture/08_Backend_Service_Design.md,worker jobs,jobs/artifacts,machine identity,TEST-BE-NF-005,E-0015,Specified
BE-NF-006,Jarvis deve invocare tool solo tramite gateway server-side admin-only con audit.,Must security,02_Architecture/08_Backend_Service_Design.md,jarvis tool gateway,tool calls/approvals,Andrea-only,TEST-BE-NF-006,E-0012,Specified
BE-NF-007,"Nessun endpoint, capability, memoria o gateway Jarvis può essere implementato durante M-001 o prima del Blueprint dedicato e della fondazione di identità/autorizzazione server-side.",Must security,02_Architecture/08_Backend_Service_Design.md,backend Jarvis boundary,endpoint/capability inventory,scope guard + Blueprint gate,TEST-BE-NF-007,E-0012,Specified / implementation blocked
CAT-F-007,Gestire tutti i tipi di offerta tramite un unico CatalogItem.,Must,05_Features/01_Catalog_and_Products.md,catalog,catalog_items,domain invariant,TEST-CAT-F-007,E-0005,Specified
CAT-F-008,Esporre uno dei sei commercial state approvati e la CTA coerente.,Must,05_Features/01_Catalog_and_Products.md,catalog/action,commercial_mode,server validation,TEST-CAT-F-008,E-0005,Specified
CAT-F-009,"Applicare availability, production time, fulfillment e checkout policy server-side.",Must,05_Features/01_Catalog_and_Products.md,catalog policy,availability/policy,authorization/integrity,TEST-CAT-F-009,E-0005,Specified
CAT-F-010,Riutilizzare asset mediante riferimenti Media Library senza upload duplicati.,Must,05_Features/01_Catalog_and_Products.md,media refs,media_usage,dependency check,TEST-CAT-F-010,E-0011,Specified
PAY-F-007,Selezionare metodi e conferma in base a commercial mode e stato ordine.,Must,05_Features/15_Checkout_and_Payments_Future.md,checkout policy,order/payment,server-side rules,TEST-PAY-F-007,F-0049,Specified
PAY-F-008,"Supportare bonifico, PayPal, contanti/POS fiera e consegna locale come opzioni configurabili iniziali.",Must,05_Features/15_Checkout_and_Payments_Future.md,payment methods,payment config,audit/reconciliation,TEST-PAY-F-008,F-0049,Specified
PAY-F-009,Richiedere conferma amministrativa prima del pagamento quando prezzo/producibilità non sono definitivi.,Must,05_Features/15_Checkout_and_Payments_Future.md,order confirmation,orders/quotes,human approval,TEST-PAY-F-009,F-0049,Specified
PAY-F-010,Trattare Stripe/wallet/carte avanzate come evoluzione non bloccante.,Should,05_Features/15_Checkout_and_Payments_Future.md,future payment adapter,provider config,tokenization,TEST-PAY-F-010,S-0095,Specified
ADM-F-007,"Mostrare code prioritarie, salute sistema e stato Compute Worker.",Must,06_Admin/01_Admin_Information_Architecture.md,command overview,read models,RBAC,TEST-ADM-F-007,E-0011,Specified
ADM-F-008,Rendere Jarvis disponibile solo ad Andrea e solo nel Command Center dopo il Blueprint dedicato e i gate server-side.,Must security,06_Admin/01_Admin_Information_Architecture.md,command/jarvis,admin identity,Blueprint gate + defense-in-depth,TEST-ADM-F-008,E-0012,Specified / implementation blocked
ADM-F-009,"Mostrare preview, impatto e approval gate per azioni Jarvis rilevanti.",Must,06_Admin/01_Admin_Information_Architecture.md,jarvis approval,approval records,human-in-loop,TEST-ADM-F-009,E-0012,Specified
ADM-F-010,"Collegare ogni work item al record, owner, scadenza e recovery.",Must,06_Admin/01_Admin_Information_Architecture.md,command queue,work item view,capability checks,TEST-ADM-F-010,E-0011,Specified
MEDIA-F-008,Caricare ogni asset una sola volta e riutilizzarlo tramite riferimento.,Must,06_Admin/04_Media_Library.md,media,assets/usages,checksum/dedup,TEST-MEDIA-F-008,E-0011,Specified
MEDIA-F-009,Gestire tutti i metadata minimi e checksum definiti.,Must,06_Admin/04_Media_Library.md,media metadata,media_assets,rights/accessibility,TEST-MEDIA-F-009,E-0011,Specified
MEDIA-F-010,"Marcare immagini AI e mantenere distinti render, foto, STL e G-code.",Must,06_Admin/04_Media_Library.md,media type,asset provenance,content trust,TEST-MEDIA-F-010,E-0011,Specified
MEDIA-F-011,Proteggere originali e generare derivative riproducibili.,Must,06_Admin/04_Media_Library.md,media derivatives,derivative versions,storage policy,TEST-MEDIA-F-011,E-0011,Specified
JAR-F-009,Consentire accesso esclusivamente ad Andrea nel Command Center.,Must security,07_AI/02_Jarvis_Admin.md,jarvis,admin identity,Andrea-only,TEST-JAR-F-009,E-0012,Specified
JAR-F-010,"Supportare modalità Assistente, Operativa e Architetto con policy distinte.",Must,07_AI/02_Jarvis_Admin.md,jarvis modes,execution mode,risk policy,TEST-JAR-F-010,E-0012,Specified
JAR-F-011,Orchestrare tool specializzati senza esporli come agenti pubblici separati.,Must,07_AI/02_Jarvis_Admin.md,tool gateway,tool registry,allowlist,TEST-JAR-F-011,E-0012,Specified
JAR-F-012,"In modalità Architetto preparare impact analysis, CR e ADR prima dell’implementazione.",Must governance,07_AI/02_Jarvis_Admin.md,documentation tool,CR/ADR artifacts,approval,TEST-JAR-F-012,E-0012,Specified
JAR-F-013,Bloccare le azioni vietate senza approvazione esplicita e audit.,Must security,07_AI/02_Jarvis_Admin.md,approval gate,approvals/audit,human-in-loop,TEST-JAR-F-013,E-0012,Specified
JAR-F-014,"Escludere Jarvis da sitemap, navigazione pubblica, account cliente e marketing.",Must security,07_AI/02_Jarvis_Admin.md,private route,route registry,public guard,TEST-JAR-F-014,E-0012,Specified
JAR-NF-001,Non implementare Jarvis prima di un Blueprint dedicato e della fondazione identity/capability approvata.,Must constitutional/security,07_AI/02_Jarvis_Admin.md,N/A prima del Blueprint,N/A prima del Blueprint,Blueprint authority + scope guard,TEST-JAR-NF-001,E-0012,Specified / implementation blocked
JAR-NF-002,"Non trattare Jarvis come membro, coordinatore, reviewer o approvatore del team di sviluppo.",Must governance,07_AI/02_Jarvis_Admin.md,N/A - role boundary,role configuration and trace,Role Boundary Test,TEST-JAR-NF-002,E-0012,Specified
JAR-NF-003,"Non permettere a Jarvis di modificare il proprio perimetro o documenti governati senza CR, approval e tool server-side autorizzato.",Must governance/security,07_AI/02_Jarvis_Admin.md,future governed-document tool,CR/approval/audit records,server authorization + human approval,TEST-JAR-NF-003,E-0012,Specified / implementation blocked
NEG-JARVIS-001,"Non implementare route, endpoint, prompt runtime, memoria, provider, tool o capability Jarvis prima del Blueprint dedicato e dei gate di identità/capability.",Must constitutional/security,00_Foundation/00_Project_Constitution.md,N/A prima del Blueprint,application/source inventory,scope guard + Blueprint authority check,TEST-NEG-JARVIS-001,E-0012,Specified / implementation blocked
NEG-JARVIS-002,"Non trattare Jarvis come agente, coordinatore o approvatore del team di sviluppo.",Must governance,00_Foundation/00_Project_Constitution.md,N/A - role boundary,role configuration and runtime trace,Role Boundary Test,TEST-NEG-JARVIS-002,E-0012,Specified
DATA-NF-001,PostgreSQL Supabase deve essere il system of record e Storage deve contenere i binari.,Must,08_Data_API/01_Database_Design.md,data platform,PostgreSQL/Storage,backup/integrity,TEST-DATA-NF-001,E-0002,Specified
DATA-NF-002,Ogni tabella sensibile deve avere RLS esplicita e testata.,Must security,08_Data_API/01_Database_Design.md,RLS,policies,identity matrix,TEST-DATA-NF-002,E-0002,Specified
DATA-NF-003,"Catalog, order, payment, media, Jarvis e worker devono avere aggregate e audit separati.",Must,08_Data_API/01_Database_Design.md,domain schema,core tables,separation/audit,TEST-DATA-NF-003,E-0002,Specified
DATA-NF-004,Migrazioni e policy devono essere versionate e applicate via CI/CD.,Must,08_Data_API/01_Database_Design.md,migrations,schema history,review/rollback,TEST-DATA-NF-004,E-0002,Specified
DATA-NF-005,"Nessuna policy pubblica deve consentire accesso a Jarvis, private media o worker jobs.",Must security,08_Data_API/01_Database_Design.md,RLS,restricted tables,negative access tests,TEST-DATA-NF-005,E-0012,Specified
PRD-F-025,La Home deve iniziare con Hero intent-led e sei percorsi cliente.,Must,01_Product/01_PRD.md,Public routing/content APIs,Intent taxonomy,Accessibility/SEO fallback,TEST-PRD-F-025,S-0101,Specified
PRD-F-026,"Catalogo, Realizzazioni e Ispirati devono restare distinti.",Must,01_Product/01_PRD.md,Content/catalog APIs,Content references,No duplicate entities,TEST-PRD-F-026,S-0104,Specified
PRD-F-027,Home e Chi siamo devono presentare Andrea con prove autentiche.,Must trust,01_Product/01_PRD.md,CMS/media APIs,Founder profile/media,Consent/provenance,TEST-PRD-F-027,S-0102,Specified
PRD-F-028,HueForge deve avere percorso Arte in stampa 3D.,Must,01_Product/01_PRD.md,Content/catalog APIs,HueForge entities,Truthful classification,TEST-PRD-F-028,S-0104,Specified
PRD-F-029,La Home deve spiegare Come nasce il tuo progetto con varianti.,Must,01_Product/01_PRD.md,Content/workflow APIs,Journey templates,No false SLA,TEST-PRD-F-029,S-0101,Specified
PRD-F-030,Il prodotto deve supportare funnel distinti per tipologia.,Must,01_Product/01_PRD.md,Cross-feature APIs,Funnel states,Consent-aware measurement,TEST-PRD-F-030,S-0107,Specified
PRD-F-031,La CTA finale deve usare un canale operativo documentato.,Must,01_Product/01_PRD.md,Contact API,Contact configuration,Privacy notice,TEST-PRD-F-031,S-0101,Specified
PRD-NF-025,La comunicazione non deve inventare team o capacità.,Must trust,01_Product/01_PRD.md,CMS validation,Content records,Publication review,TEST-PRD-NF-025,S-0102,Specified
PRD-NF-026,"Media di laboratorio, fiere e risultati devono essere autentici.",Must trust,01_Product/01_PRD.md,Media API,Media provenance,Disclosure/consent,TEST-PRD-NF-026,S-0103,Specified
PRD-NF-027,Home core deve essere crawlable e fruibile senza JS/WebGL.,Must,01_Product/01_PRD.md,SSR/static content,Route content,A11y/SEO,TEST-PRD-NF-027,S-0106,Specified
PRD-NF-028,Il logo resta candidate fino al Brand Asset Gate.,Must governance,01_Product/01_PRD.md,Media/config API,Brand assets,Publication gate,TEST-PRD-NF-028,S-0100,Specified
PRD-NF-029,Personalizzazione comportamentale è opzionale e consent-aware.,Should privacy,01_Product/01_PRD.md,Preference API,Consent/preferences,Privacy/erasure,TEST-PRD-NF-029,S-0107,Specified
PRD-NF-030,Il laboratorio deve essere descritto come privato.,Must trust,01_Product/01_PRD.md,CMS,Location content,Truthfulness,TEST-PRD-NF-030,S-0102,Specified
PRD-NF-031,Claim qualità devono essere prudenti e legalmente validati.,Must legal,01_Product/01_PRD.md,CMS governance,Legal copy versions,Legal review,TEST-PRD-NF-031,S-0108,Specified
BRAND-NF-001,Distinguere voce del brand e prima persona di Andrea.,Must,03_Design/01_Brand_Book.md,CMS/brand config,Brand assets/content,Brand review,TEST-BRAND-NF-001,S-0102,Specified
BRAND-NF-002,"Non pubblicare claim, numeri o certificazioni non documentati.",Must,03_Design/01_Brand_Book.md,CMS/brand config,Brand assets/content,Brand review,TEST-BRAND-NF-002,S-0102,Specified
BRAND-NF-003,Mantenere il logo N+3 come candidate fino al Brand Asset Gate.,Must,03_Design/01_Brand_Book.md,CMS/brand config,Brand assets/content,Brand review,TEST-BRAND-NF-003,S-0100,Specified
BRAND-NF-004,Rappresentare Andrea solo con fotografie autentiche autorizzate.,Must,03_Design/01_Brand_Book.md,CMS/brand config,Brand assets/content,Brand review,TEST-BRAND-NF-004,S-0102,Specified
BRAND-NF-005,Dimostrare precisione e qualità tramite processo e prove.,Must,03_Design/01_Brand_Book.md,CMS/brand config,Brand assets/content,Brand review,TEST-BRAND-NF-005,S-0102,Specified
BRAND-NF-006,Non esporre Project Atlas nelle superfici pubbliche.,Must,03_Design/01_Brand_Book.md,CMS/brand config,Brand assets/content,Brand review,TEST-BRAND-NF-006,S-0102,Specified
BRAND-NF-007,Presentare HueForge come arte senza falsa unicità.,Must,03_Design/01_Brand_Book.md,CMS/brand config,Brand assets/content,Brand review,TEST-BRAND-NF-007,S-0102,Specified
BRAND-NF-008,Descrivere il laboratorio come privato e operativo.,Must,03_Design/01_Brand_Book.md,CMS/brand config,Brand assets/content,Brand review,TEST-BRAND-NF-008,S-0102,Specified
BRAND-NF-009,Vietare superlativi e leadership non dimostrabili.,Must,03_Design/01_Brand_Book.md,CMS/brand config,Brand assets/content,Brand review,TEST-BRAND-NF-009,S-0102,Specified
BRAND-NF-010,Garantire leggibilità/accessibilità prima dell’effetto premium.,Must,03_Design/01_Brand_Book.md,CMS/brand config,Brand assets/content,Brand review,TEST-BRAND-NF-010,S-0100,Specified
HOME-F-001,"Mostrare H1, value support, intenti e CTA nel first viewport.",Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-F-001,S-0101,Specified
HOME-F-002,Rendere ogni intento un link semantico crawlable.,Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-F-002,S-0101,Specified
HOME-F-003,Mostrare prove autentiche prima dei claim.,Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-F-003,S-0101,Specified
HOME-F-004,Integrare timeline adattiva del progetto.,Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-F-004,S-0101,Specified
HOME-F-005,"Distinguere Catalogo, Realizzazioni e Ispirati.",Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-F-005,S-0101,Specified
HOME-F-006,Presentare HueForge come Arte in stampa 3D.,Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-F-006,S-0101,Specified
HOME-F-007,Presentare Andrea con foto autentica e voce personale.,Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-F-007,S-0101,Specified
HOME-F-008,Mostrare eventi e natura privata del laboratorio.,Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-F-008,S-0101,Specified
HOME-F-009,Concludere con CTA conversazionale operativa.,Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-F-009,S-0101,Specified
HOME-F-010,Mantenere PrintFlow Coming Soon.,Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-F-010,S-0101,Specified
HOME-NF-001,Non bloccare LCP/SEO/interazione con video o 3D.,Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-NF-001,S-0106,Specified
HOME-NF-002,"Supportare keyboard, screen reader, reduced-motion, no-JS e no-WebGL.",Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-NF-002,S-0106,Specified
HOME-NF-003,Non usare AI/render come prova reale.,Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-NF-003,S-0106,Specified
HOME-NF-004,Rispettare performance budget su mobile reale.,Must,04_Experience/03_Homepage_Wireframes.md,Public content/routing,Home modules,A11y/truth/performance,TEST-HOME-NF-004,S-0106,Specified
IMG-NF-001,"Usare media autentici per laboratorio, Andrea, fiere e risultati.",Must trust,03_Design/05_Image_Guidelines.md,Media API,Media assets/metadata,Provenance/consent,TEST-IMG-NF-001,S-0103,Specified
IMG-NF-002,Classificare e dichiarare AI e render.,Must trust,03_Design/05_Image_Guidelines.md,Media API,Media assets/metadata,Provenance/consent,TEST-IMG-NF-002,S-0103,Specified
IMG-NF-003,Non usare media sintetici per rappresentare persone reali.,Must trust,03_Design/05_Image_Guidelines.md,Media API,Media assets/metadata,Provenance/consent,TEST-IMG-NF-003,S-0103,Specified
IMG-NF-004,"Richiedere provenance, diritti e consenso per portfolio.",Must trust,03_Design/05_Image_Guidelines.md,Media API,Media assets/metadata,Provenance/consent,TEST-IMG-NF-004,S-0103,Specified
IMG-NF-005,"Fornire poster, alt e fallback per media Hero.",Must trust,03_Design/05_Image_Guidelines.md,Media API,Media assets/metadata,Provenance/consent,TEST-IMG-NF-005,S-0103,Specified
IMG-NF-006,Applicare no-stock policy come publication gate.,Must trust,03_Design/05_Image_Guidelines.md,Media API,Media assets/metadata,Provenance/consent,TEST-IMG-NF-006,S-0103,Specified
PORT-F-007,Distinguere Realizzazioni da Catalogo e Ispirati.,Must,05_Features/11_Portfolio_Case_Studies.md,Content API,Case references,No duplicate content,TEST-PORT-F-007,S-0104,Specified
PORT-F-008,"Documentare esigenza, vincoli, processo e risultato.",Must,05_Features/11_Portfolio_Case_Studies.md,Content API,Case study,Truth review,TEST-PORT-F-008,S-0104,Specified
PORT-F-009,Etichettare render/AI nei casi.,Must trust,05_Features/11_Portfolio_Case_Studies.md,Media API,Media usage,Disclosure,TEST-PORT-F-009,S-0103,Specified
PORT-F-010,Collegare casi a CTA senza duplicare contenuti.,Should,05_Features/11_Portfolio_Case_Studies.md,Content links,References,SEO integrity,TEST-PORT-F-010,S-0104,Specified
EVT-F-007,Comunicare eventi senza presentare il laboratorio come punto vendita aperto.,Must trust,05_Features/09_Events.md,Events API,Event/location,Truthful location,TEST-EVT-F-007,S-0102,Specified
MEDIA-F-012,"Gestire classificazione e disclosure di media reali, render e AI.",Must,06_Admin/04_Media_Library.md,Media API,Media type,Publication gate,TEST-MEDIA-F-012,S-0103,Specified
MEDIA-F-013,Impedire uso production di logo candidate prima del gate.,Must,06_Admin/04_Media_Library.md,Media/config API,Brand assets,Approval gate,TEST-MEDIA-F-013,S-0100,Specified
MEDIA-F-014,Conservare provenance e usage scope delle foto founder/evento/cliente.,Must privacy,06_Admin/04_Media_Library.md,Media API,Rights metadata,Consent/audit,TEST-MEDIA-F-014,S-0103,Specified
SEO-F-007,Rendere i sei intenti Home crawlable e collegati a landing.,Must,09_SEO_Content/01_SEO_Strategy.md,Routing/content,Landing pages,SEO crawlability,TEST-SEO-F-007,S-0105,Specified
SEO-F-008,"Distinguere semanticamente Catalogo, Realizzazioni, Ispirati e Arte in stampa 3D.",Must,09_SEO_Content/01_SEO_Strategy.md,Content API,Taxonomy,No thin duplicates,TEST-SEO-F-008,S-0105,Specified
SEO-F-009,Vietare claim di leadership senza evidenza.,Must trust,09_SEO_Content/01_SEO_Strategy.md,CMS governance,Claims,Editorial review,TEST-SEO-F-009,S-0108,Specified
CONT-F-007,Ogni pagina deve dichiarare la domanda utente a cui risponde.,Must,09_SEO_Content/02_Content_Strategy.md,CMS,Content brief,Editorial gate,TEST-CONT-F-007,S-0108,Specified
CONT-F-008,Distinguere voce NoLimits3D e voce Andrea.,Must,09_SEO_Content/02_Content_Strategy.md,CMS,Content voice,Publication review,TEST-CONT-F-008,S-0102,Specified
CONT-F-009,Spiegare HueForge come arte alternativa.,Must,09_SEO_Content/02_Content_Strategy.md,CMS,HueForge content,Truthful classification,TEST-CONT-F-009,S-0104,Specified
CONT-F-010,Usare prove/processi/limiti al posto di claim generici.,Must trust,09_SEO_Content/02_Content_Strategy.md,CMS,Evidence links,Editorial review,TEST-CONT-F-010,S-0108,Specified
LOCAL-F-007,Dichiarare laboratorio privato e modalità di incontro reali.,Must,09_SEO_Content/04_Local_SEO.md,CMS/events,Location data,Truth review,TEST-LOCAL-F-007,S-0105,Specified
AN-F-007,Misurare selezione/conversione dei sei intenti senza PII.,Should,09_SEO_Content/09_Analytics_Measurement_Plan.md,Analytics layer,Event schema,Consent/data minimization,TEST-AN-F-007,S-0107,Specified
AN-F-008,"Misurare Realizzazioni, timeline, HueForge e contatto Andrea.",Should,09_SEO_Content/09_Analytics_Measurement_Plan.md,Analytics layer,Event schema,Consent,TEST-AN-F-008,S-0107,Specified
AN-F-009,"Separare funnel prodotto, servizio, lanterna, HueForge, professionale ed evento.",Should,09_SEO_Content/09_Analytics_Measurement_Plan.md,Analytics layer,Funnel models,Data minimization,TEST-AN-F-009,S-0107,Specified
AN-F-010,Non attivare analytics/personalizzazione non essenziali senza base/consenso.,Must privacy,09_SEO_Content/09_Analytics_Measurement_Plan.md,Consent layer,Consent state,Privacy gate,TEST-AN-F-010,S-0107,Specified
PERF-NF-001,"Rendere H1, intenti e CTA interattivi prima degli enhancement.",Must,10_Security_Performance/05_Performance_Plan.md,Frontend,Home payload,Performance gate,TEST-PERF-NF-001,S-0106,Specified
PERF-NF-002,Fornire poster e fallback senza WebGL/video.,Must,10_Security_Performance/05_Performance_Plan.md,Frontend/media,Hero assets,Fallback,TEST-PERF-NF-002,S-0106,Specified
PERF-NF-003,Escludere Three.js/media non essenziali dal bundle iniziale Home.,Must,10_Security_Performance/05_Performance_Plan.md,Frontend bundle,Chunks,Budget gate,TEST-PERF-NF-003,S-0106,Specified
PERF-NF-004,Superare budget e CWV su mobile reale di fascia media.,Must,10_Security_Performance/05_Performance_Plan.md,RUM/testing,Performance metrics,Release gate,TEST-PERF-NF-004,S-0106,Specified
PRIV-NF-001,Personalizzazione Home non essenziale richiede base/consenso e opt-out.,Must privacy,10_Security_Performance/07_Privacy_GDPR.md,Consent/preferences,Consent state,Privacy rights,TEST-PRIV-NF-001,S-0107,Specified
PRIV-NF-002,Media founder/cliente/evento devono avere diritti e usage scope.,Must privacy,10_Security_Performance/07_Privacy_GDPR.md,Media rights,Rights records,Consent/audit,TEST-PRIV-NF-002,S-0103,Specified
ATLAS-NF-001,Il sito NoLimits3D deve restare il centro pubblico e operativo di Project Atlas.,Must,00_Foundation/00_Project_Constitution.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-ATLAS-NF-001,S-0110,Specified
ATLAS-NF-002,Jarvis non deve essere esposto tramite alcuna superficie pubblica o cliente.,Must,00_Foundation/00_Project_Constitution.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-ATLAS-NF-002,S-0110,Specified
ATLAS-NF-003,PrintFlow deve restare esclusivamente Coming Soon durante la Fase 1.,Must,00_Foundation/00_Project_Constitution.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-ATLAS-NF-003,S-0110,Specified
ATLAS-NF-004,Un preventivo STL finale deve richiedere revisione e responsabilità umana.,Must,00_Foundation/00_Project_Constitution.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-ATLAS-NF-004,S-0110,Specified
ATLAS-NF-005,I passaggi commerciali e qualitativi rilevanti devono preservare un handoff umano comprensibile.,Must,00_Foundation/00_Project_Constitution.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-ATLAS-NF-005,S-0110,Specified
ATLAS-NF-006,"Nessun comportamento software può essere implementato fuori Owner Document, RTM e roadmap.",Must,00_Foundation/00_Project_Constitution.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-ATLAS-NF-006,S-0110,Specified
ATLAS-NF-007,La comunicazione deve distinguere la voce del brand dalla voce personale di Andrea.,Must,00_Foundation/00_Project_Constitution.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-ATLAS-NF-007,S-0110,Specified
ATLAS-NF-008,"Il sistema non deve rappresentare persone, capacità o prove inesistenti.",Must,00_Foundation/00_Project_Constitution.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-ATLAS-NF-008,S-0110,Specified
ATLAS-NF-009,Documenti costituzionali e ADR Accepted devono essere protetti da modifiche non governate.,Must,00_Foundation/00_Project_Constitution.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-ATLAS-NF-009,S-0110,Specified
ATLAS-NF-010,"In presenza di decisione mancante o conflitto, implementazione e modifica devono fermarsi fino a risoluzione approvata.",Must,00_Foundation/00_Project_Constitution.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-ATLAS-NF-010,S-0110,Specified
AIGOV-NF-001,L’AI deve leggere gli Owner Document pertinenti prima di modificare un artefatto.,Must,000_GOVERNANCE/008_AI_COLLABORATION_POLICY.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AIGOV-NF-001,S-0111,Specified
AIGOV-NF-002,"L’AI non deve reinterpretare o ampliare requisiti, UX, workflow o architettura.",Must,000_GOVERNANCE/008_AI_COLLABORATION_POLICY.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AIGOV-NF-002,S-0111,Specified
AIGOV-NF-003,L’AI deve fermarsi e richiedere una decisione quando manca autorità o chiarezza.,Must,000_GOVERNANCE/008_AI_COLLABORATION_POLICY.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AIGOV-NF-003,S-0111,Specified
AIGOV-NF-004,Input recuperati e output dei tool devono essere trattati come dati non fidati.,Must,000_GOVERNANCE/008_AI_COLLABORATION_POLICY.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AIGOV-NF-004,S-0111,Specified
AIGOV-NF-005,"Ogni modifica AI deve preservare ID, riferimenti e tracciabilità esistenti.",Must,000_GOVERNANCE/008_AI_COLLABORATION_POLICY.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AIGOV-NF-005,S-0111,Specified
AIGOV-NF-006,"Azioni commerciali, legali, distruttive, di pubblicazione o permesso devono richiedere human approval.",Must,000_GOVERNANCE/008_AI_COLLABORATION_POLICY.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AIGOV-NF-006,S-0111,Specified
AIGOV-NF-007,"Un agente non deve modificare direttamente produzione, baseline o release senza approvazione esplicita.",Must,000_GOVERNANCE/008_AI_COLLABORATION_POLICY.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AIGOV-NF-007,S-0111,Specified
AIGOV-NF-008,"Output ad alto impatto devono registrare fonti, tool, modello/prompt ed esito review ove applicabile.",Must,000_GOVERNANCE/008_AI_COLLABORATION_POLICY.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AIGOV-NF-008,S-0111,Specified
AIGOV-NF-009,Tool e credenziali AI devono rispettare least privilege e separazione degli ambienti.,Must,000_GOVERNANCE/008_AI_COLLABORATION_POLICY.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AIGOV-NF-009,S-0111,Specified
AIGOV-NF-010,Le modifiche AI devono essere verificate contro invarianti e Negative Requirements.,Must,000_GOVERNANCE/008_AI_COLLABORATION_POLICY.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AIGOV-NF-010,S-0111,Specified
AIGOV-NF-011,"Nessuna AI deve esporre, replicare o rendere pubblico Jarvis o la sua memoria.",Must,000_GOVERNANCE/008_AI_COLLABORATION_POLICY.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AIGOV-NF-011,S-0111,Specified
AIGOV-NF-012,Nessuna AI può dichiarare autonomamente una Release Candidate o Frozen Baseline approvata.,Must,000_GOVERNANCE/008_AI_COLLABORATION_POLICY.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AIGOV-NF-012,S-0111,Specified
AUTH-NF-001,Ogni modifica deve essere classificata prima dell’esecuzione.,Must,00_Foundation/03_Documentation_Governance.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AUTH-NF-001,S-0112,Specified
AUTH-NF-002,Un’AI può applicare autonomamente solo modifiche non semantiche e verificabili.,Must,00_Foundation/03_Documentation_Governance.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AUTH-NF-002,S-0112,Specified
AUTH-NF-003,"Requisiti, UX, workflow e scope devono richiedere approvazione Product Owner e Change Request.",Must,00_Foundation/03_Documentation_Governance.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AUTH-NF-003,S-0112,Specified
AUTH-NF-004,"Decisioni architetturali devono richiedere Lead Architect, Change Request e ADR.",Must,00_Foundation/03_Documentation_Governance.md,N/A — governance control,Documentation metadata and evidence,Constitution + governance gates,TEST-AUTH-NF-004,S-0112,Specified
